"","ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0015935","CC","GO:0015935","small ribosomal subunit",97,0.686939571337563,2.60500553090927,1e-10,2.3656e-08,2.18357894736842e-08,1492,"tags=87%, list=27%, signal=65%","RPS22A/RPS28B/RPS6A/MRPS8/RPS26B/RPS9B/RPS1B/RPS19B/RPS18B/MRPS16/RPS24A/RPS19A/RPS3/RPS17A/RPS8B/RPS11B/RPS30A/RPS7B/RPS6B/FYV4/RPS7A/RSM26/RPS24B/MRP10/RPS11A/RPS10A/RPS31/RPS13/RPS15/RSM10/RPS12/RPS16A/RPS23B/RSM18/RPS16B/RPS21A/MRP13/SWS2/RPS10B/RPS17B/RPS1A/RPS20/RPS5/RPS2/RPS18A/MRPS28/RPS25A/RPS4A/MRPS17/RPS29A/RPS21B/RPS30B/RPS8A/RPS22B/RPS27A/RSM24/RPS26A/RPS29B/MRP21/ASC1/MRP2/RPS23A/RPS4B/MRPS9/RPS28A/RPS0A/RPS0B/RPS14B/RSM19/RPS27B/FUN12/MRP51/MRP17/MRPS35/MRP4/MRPS5/SIS1/MRPS12/EHD3/QRI5/MRP1/RPS14A/PET123/RSM22"
"GO:0098798","CC","GO:0098798","mitochondrial protein-containing complex",147,0.63621422033221,2.58837978725901,1e-10,2.3656e-08,2.18357894736842e-08,1492,"tags=71%, list=27%, signal=53%","TIM12/MIC19/MRPL50/MRPS8/RPM2/MRPL39/MRPL31/TIM13/TIM10/MRPL20/PAM18/INA22/MRPL38/TIM9/MRPS16/MNP1/TOM40/TOM6/MIC12/FYV4/RSM26/SSC1/MRPL15/MRP10/TIM8/MHR1/MGR2/RSM10/MRP20/RSM18/PAM16/MRPL37/TOM7/MRPL16/MRPL11/MRPL49/MRP13/SWS2/MIC60/MRPS28/TOM22/MRPL9/MGE1/MRPS17/MRPL24/ACP1/MRPL28/MRPL19/MRPL10/MRPL8/RSM24/MRPL1/MRPL17/MIC10/TOM5/SAM50/MRPL7/MRPL33/MRPL36/MRP21/MRP2/MGR1/MAS2/MIC26/MRPL25/MRPS9/MRP7/MRPL6/RTC6/IMG2/TIM44/MRPL27/PAM17/MRPL51/IMP2/MRPL40/INA17/RSM19/MRPL32/SAM37/CBP3/MRPL44/SOM1/MRP51/MRP17/MRX14/MRPL3/MRPS35/YTA12/RML2/MRP4/MRPS5/MRPL22/MRPS12/MIC27/EHD3/QRI5/MRP49/TIM18/TOM20/MRP1/PET123/MRPL35/RSM22"
"GO:0006412","BP","GO:0006412","translation",447,0.55590588344898,2.56997884327342,1e-10,2.3656e-08,2.18357894736842e-08,1534,"tags=58%, list=27%, signal=46%","RDN5-2/RPL43B/RPS22A/RDN58-1/RPS28B/MRPL50/RPS6A/MRPS8/TEF4/RPS26B/RPS9B/RPL29/RPL10/RPS1B/RPL9B/RPL42B/RPM2/MRPL39/MRPL31/RPS19B/RPL11B/TUB4/RPL12A/TUF1/RPL27A/RPL9A/MBA1/MRPL20/RPL36A/RPS18B/RPL41A/RPL35A/MRPL38/RPP1A/MRPS16/RPS24A/RPL16B/MNP1/RPL34A/RPL23B/RPL7A/RPS19A/RPL40B/RPL37B/RPL31A/RPS3/FES1/RPS17A/RPS8B/RPS11B/RPL21B/RPS30A/RPL24B/RPS7B/TIS11/RPS6B/FYV4/RPL24A/RPL27B/RPL20B/RPS7A/RSM26/RPL18A/MRPL15/RPS24B/RPL14A/MRP10/TIF11/RPL6B/RPL11A/RPL38/RPL43A/RPS11A/RPS10A/LOC1/RPL34B/TMA22/RPS31/RPL20A/RPS13/RPP1B/RPL39/RPL21A/RPL13A/RPL36B/RPS15/RSM10/RPL28/RPS12/RPS16A/MRP20/RPS23B/RSM18/RPL40A/RPS16B/MRPL37/TYS1/RPP2A/GIR2/AAT2/RPS21A/MRPL16/TIF5/MRPL11/RPL22A/MRPL49/MRP13/SWS2/RPL37A/RPS10B/RPS17B/RPS1A/RPS20/RPS5/RPS2/RPS18A/MRPS28/RPL2A/RPL2B/RPL17A/RPL7B/RPS25A/RPL17B/RPL35B/RPL1A/RPS4A/MRPL9/RPL8A/AEP2/MRPS17/RPL4A/COA3/RPL25/RPS29A/RPS21B/LSO2/RPL15A/RPL32/RPL26A/MRPL24/RPL6A/MEF1/RPS30B/RPS8A/RPL33B/MRPL28/MRPL19/RPS22B/RPL14B/RPS27A/MRPL10/MRPL8/RPL12B/MES1/RSM24/MRPL1/MRPL17/RPS26A/TIF35/TMA7/TIF34/RPL22B/RPL16A/RPS29B/MRPL7/MRPL33/EFM2/MRPL36/SLF1/MRP21/ASC1/SSB1/SUI3/COX14/RPL30/MRP2/RPL19B/RPL33A/MIP6/RPL13B/RPS23A/RPS4B/MRPL25/MRPS9/RPL5/RPL8B/RBG1/RPB4/RPL26B/MRP7/RPS28A/RPS0A/GIS2/MRPL6/RTC6/RPS0B/IMG2/FRS1/RPS14B/STM1/CAF20/CDC33/RPL1B/MRPL27/RPP2B/RPL15B/HCR1/PET54/RPL42A/MRPL51/HPM1/MRPL40/RSM19/MRPL32/RPS27B/FUN12/CBP3/MRPL44/RPL41B/GCD2/TMA19/MRP51/MDM38/MRP17/ZUO1/MRX14/MRPL3/MRPS35/TMA20/RML2/MEF2/MRP4/MRPS5/MRPL22/MSS51/RPL19A/SSB2/SIS1/HTS1/MSF1/MRPS12/PUF6/EHD3/QRI5/MRP49/GCD7/MTF2/DPS1/RBG2/SES1/MRP1/RPS14A/PET123/RQC2/RSM22/MSS116/PRT1/TIF1/MRPL13/RPL23A/MSY1"
"GO:0000313","CC","GO:0000313","organellar ribosome",86,0.665684212557327,2.45095465215461,1e-10,2.3656e-08,2.18357894736842e-08,1523,"tags=81%, list=27%, signal=60%","MRPL50/MRPS8/MRPL39/MRPL31/MRPL20/MRPL38/MRPS16/MNP1/FYV4/RSM26/MRPL15/MRP10/MHR1/RSM10/MRP20/RSM18/MRPL37/MRPL16/MRPL11/MRPL49/MRP13/SWS2/MRPS28/MRPL9/MRPS17/MRPL24/MRPL28/MRPL19/MRPL10/MRPL8/RSM24/MRPL1/MRPL17/MRPL7/MRPL33/MRPL36/MRP21/MRP2/MRPL25/MRPS9/MRP7/MRPL6/RTC6/COX11/IMG2/MRPL27/MRPL51/MRPL40/RSM19/MRPL32/CBP3/MRPL44/MRP51/MRP17/MRX14/MRPL3/MRPS35/RML2/MRP4/MRPS5/MRPL22/MRPS12/EHD3/QRI5/MRP49/MRP1/PET123/MRPL35/RSM22/MRPL13"
"GO:0005761","CC","GO:0005761","mitochondrial ribosome",86,0.665684212557327,2.45095465215461,1e-10,2.3656e-08,2.18357894736842e-08,1523,"tags=81%, list=27%, signal=60%","MRPL50/MRPS8/MRPL39/MRPL31/MRPL20/MRPL38/MRPS16/MNP1/FYV4/RSM26/MRPL15/MRP10/MHR1/RSM10/MRP20/RSM18/MRPL37/MRPL16/MRPL11/MRPL49/MRP13/SWS2/MRPS28/MRPL9/MRPS17/MRPL24/MRPL28/MRPL19/MRPL10/MRPL8/RSM24/MRPL1/MRPL17/MRPL7/MRPL33/MRPL36/MRP21/MRP2/MRPL25/MRPS9/MRP7/MRPL6/RTC6/COX11/IMG2/MRPL27/MRPL51/MRPL40/RSM19/MRPL32/CBP3/MRPL44/MRP51/MRP17/MRX14/MRPL3/MRPS35/RML2/MRP4/MRPS5/MRPL22/MRPS12/EHD3/QRI5/MRP49/MRP1/PET123/MRPL35/RSM22/MRPL13"
"GO:0030684","CC","GO:0030684","preribosome",169,0.58506382173712,2.42572274898043,1e-10,2.3656e-08,2.18357894736842e-08,1894,"tags=70%, list=34%, signal=48%","MRT4/RPS6A/RPS26B/RPS9B/RLP24/RPS1B/BFR2/SLX9/NOP58/RRP3/CGR1/RPL35A/UTP8/RPL34A/RPL37B/NOP13/DBP3/RPS3/RPS8B/RPS11B/SOF1/RPS7B/CIC1/RPS6B/RPL27B/RPS7A/MAK16/RCL1/RPS11A/LOC1/RPS13/UTP21/NIP7/BUD21/RPS16A/RIX7/HMO1/MAK21/RPL37A/RPS1A/NOP56/RPS5/RPS2/RPL17A/UTP4/RPL17B/UTP15/RPL35B/RPS4A/RSA3/SNR17A/KRI1/RPL25/NOC2/NSA2/RPS8A/EBP2/EFG1/CBF5/RPS26A/SNU13/RLP7/SPB4/RRS1/EMG1/SNR17B/UTP14/RPS4B/RRP9/SAS10/RPS0A/NOP16/RPS14B/YTM1/NOP7/DBP10/BUD22/NOP19/UTP18/NOP14/RRP1/ERB1/SSF2/NOP6/CKA1/RRP5/PUF6/HAS1/UTP13/NUG1/BRX1/ARX1/RPS14A/RRP8/PRP43/REI1/RPF2/IMP3/NOP1/BUD20/NOG1/IMP4/RRP15/RPF1/LCP5/MRD1/KRE33/SSF1/CKA2/NSA1/SPB1/DIP2/UTP5/ECM16/RPS9A/ENP1/FCF1/NOP15/RPP0"
"GO:0042274","BP","GO:0042274","ribosomal small subunit biogenesis",145,0.575929168924149,2.33789249980384,1e-10,2.3656e-08,2.18357894736842e-08,1270,"tags=52%, list=23%, signal=41%","RPS28B/FAP7/RPS6A/FYV7/RPS9B/RPS1B/BFR2/SLX9/RPS19B/NOP58/TSR2/RRP3/RPS18B/UTP8/RPS24A/RPS19A/RPS17A/RPS8B/RPS11B/SOF1/RPS7B/RPS6B/RPS7A/RPS24B/RCL1/RPS11A/LOC1/RPS31/RPS13/RPS15/BUD21/RPS12/RPS16A/RPS23B/RPS16B/RPS21A/YAR1/RPS17B/RPS1A/RPS20/RPS5/RPS18A/UTP4/UTP15/SNR17A/KRI1/RPS21B/RPS8A/FCF2/EFG1/RPS27A/SNU13/RRS1/EMG1/SNR17B/UTP14/RPS23A/RRP9/SAS10/RPS28A/RPS0A/RPS0B/RPS14B/NOP7/LSM7/HCR1/BUD22/NOP19/RSM19/RPS27B/UTP18/NOP14/ESF2/FUN12/NOP6"
"GO:0042254","BP","GO:0042254","ribosome biogenesis",456,0.500538776986014,2.31425377710423,1e-10,2.3656e-08,2.18357894736842e-08,1715,"tags=56%, list=31%, signal=43%","SNR44/MRT4/RNP1/SNR55/SNR13/RPS28B/FAP7/RPS6A/FYV7/RPS26B/RPS9B/RPC19/RLP24/RPL10/RPS1B/BFR2/SLX9/RPC10/RPS19B/RPL11B/NOP58/RPL12A/TSR2/RRP3/RPS18B/CGR1/RPL35A/UTP8/RPS24A/RPL16B/RPL34A/RPL7A/RPS19A/RPL40B/RPL37B/PUS9/DBP3/RPS3/RPS17A/RPS8B/RPS11B/SOF1/RPS7B/CIC1/RPS6B/RPS7A/HIT1/SNR41/RPS24B/RPL14A/MAK16/RPL6B/RCL1/RPC40/PAF1/RPL11A/RPA14/MAM33/RPA34/RPS11A/RPS10A/LOC1/RPL34B/RPS31/RPS13/UTP21/RPS15/NIP7/BUD21/RPS12/RPS16A/RPS23B/RPL40A/RPS16B/SNR39B/RIX7/GSP1/RPS21A/YAR1/TIF5/MAK21/RPL37A/RPS10B/RPS17B/SKI6/RPS1A/RPS20/RPB8/NOP56/NME1/RPB10/LSM3/RPS5/RPB5/RPS2/RPS18A/RPL2A/RPL17A/SNR43/RPL7B/UTP4/YVH1/RPL17B/UTP15/PXR1/RPL35B/RPA12/RPL1A/RSA3/RPL8A/RRP40/SNR17A/KRI1/RPL25/RPS21B/NOC2/RPA43/NSA2/RPL26A/RPL6A/SNR63/RPS8A/EBP2/RPL33B/SNR69/FCF2/EFG1/RPL14B/RPS27A/RPL12B/CBF5/RPS26A/SNU13/RPL16A/MRM1/MEX67/RLP7/SPB4/RRS1/EMG1/SNR17B/RPA49/NHP2/SSB1/SNR191/UTP14/SPT4/RPL30/NUP120/LSM4/RPL33A/RPS23A/RRP9/RPL5/RPL8B/SAS10/RPO26/RPL26B/RPS28A/RPS0A/MTR2/RTC6/NOP16/RPS0B/RPS14B/YTM1/NOP7/DBP10/RPL1B/LSM7/SNR3/HCR1/IPI3/GRC3/HPM1/BUD22/NOP19/DBP9/RSM19/RPS27B/RRP46/SNR32/UTP18/NOP14/ESF2/MPP6/RRP1/FUN12/ERB1/MTR3/SSF2/SNR70/NOP6/SNR30/REX4/RAI1/ZUO1/YRB2/SDO1/RRP17/TMA20/SNR37/PWP1/RRP5/NOP4/SSB2/MAK5/RRP14/PUF6/HAS1/RNA1/QRI5/LSM5/NGL2/NOP10/UTP13/NUG1/NOP53/SNR24/BRX1/SNR128/ARX1/RPS14A/SNR46/RRP8/RRB1/TMA23/PUS7/PRP43/SQT1/REI1/RPF2/RRP45/IMP3/NOP1/RPL3/BMT5/SNR161/BUD20/NUP82/LSM6/RMP1/NOG1/SNR33/IMP4/SNR73/RRP15/RPF1/LCP5/SNR64/LSG1/TMA108/MRD1/RCM1/KRE33/ALB1/BMT6"
"GO:0005759","CC","GO:0005759","mitochondrial matrix",235,0.531463695403801,2.30164827356792,1e-10,2.3656e-08,2.18357894736842e-08,1538,"tags=61%, list=27%, signal=46%","CIT3/FUM1/ICL2/HSP10/MRPL50/MRPS8/CIT1/YHM2/CPR3/ISU1/RPM2/MRPL39/YHB1/MRPL31/MRS1/IDH1/MRPL20/PAM18/YAH1/RAD59/MRPL38/MRPS16/MNP1/BOL3/ISD11/HSP60/IDH2/FYV4/RSM26/SSC1/MRPL15/MRP10/ACO1/MAM33/NFU1/SDH7/IBA57/MHR1/SOD2/ISU2/RSM10/ATP1/ADK2/MRP20/RSM18/LPD1/MGM101/PAM16/MRPL37/ISA2/MRPL16/ARG2/MRPL11/YFH1/MRPL49/MRP13/SWS2/ARG8/HSP78/ILV5/MRPS28/SDH6/COA2/MRPL9/MGE1/MRPS17/MRPL24/ALD4/MRPL28/MRPL19/MRPL10/MRPL8/GRX5/RSM24/MRPL1/MRPL17/COQ5/MRPL7/MRPL33/MRPL36/LSC1/MRP21/LAT1/COX14/MRP2/MAS2/MZM1/MRPL25/MRPS9/FMC1/ALT1/MRP7/MRPL6/RTC6/POS5/COX11/IMG2/TIM44/ISA1/CIR1/MRPL27/ARG7/PET54/PAM17/MRPL51/MRPL40/PDB1/RSM19/MRPL32/KGD2/OCT1/CBP3/MRPL44/MRP51/MRP17/NDI1/MRX14/MRPL3/MRPS35/RML2/MRP4/ILV6/MRPS5/MRPL22/SDH8/MSF1/MRPS12/EHD3/QRI5/MRP49/MTF2/RAD51/MRP1/PET123/MRPL35/KGD1/RIM1/RSM22/MSS116/MRPL13/MNE1/MSY1/JAC1"
"GO:0022613","BP","GO:0022613","ribonucleoprotein complex biogenesis",544,0.471045063182506,2.21154590110913,1e-10,2.3656e-08,2.18357894736842e-08,1693,"tags=52%, list=30%, signal=40%","SNR44/MRT4/RNP1/SNR55/SNR13/RPS28B/FAP7/RPS6A/FYV7/RPS26B/RPS9B/RPC19/RLP24/RPL10/RPS1B/SNR6/BFR2/SLX9/RPC10/RPS19B/RPL11B/NOP58/RPL12A/TSR2/RRP3/SNR7-S/RPS18B/CGR1/RPL35A/UTP8/RPS24A/RPL16B/RPL34A/RPL7A/RPS19A/RPL40B/RPL37B/PUS9/DBP3/SNR7-L/SNR14/RPS3/RPS17A/RPS8B/RPS11B/SOF1/RPS7B/CIC1/RPS6B/HSC82/RPS7A/HIT1/SNR41/RPS24B/RPL14A/TIF11/MAK16/RPL6B/RCL1/RPC40/PAF1/RPL11A/RPL38/RPA14/MAM33/RPA34/RPS11A/RPS10A/LOC1/RPL34B/TMA22/RPS31/RPS13/UTP21/RPS15/NIP7/BUD21/RPS12/RPS16A/RPS23B/RPL40A/RPS16B/SNR39B/RIX7/GSP1/MUD2/RPS21A/YAR1/TIF5/MAK21/RPL37A/RPS10B/RPS17B/SKI6/RPS1A/RPS20/RPB8/SMX2/NOP56/CUS1/NME1/RPB10/LSM3/RPS5/RPB5/RPS2/RPS18A/RPL2A/RPL17A/SNR43/RPL7B/UTP4/YVH1/RPL17B/UTP15/PXR1/RPL35B/RPA12/RPL1A/RSA3/RPL8A/RRP40/HSP82/SNR17A/SNR19/KRI1/RPL25/RPS21B/NOC2/RPA43/NSA2/RPL26A/RPL6A/SNR63/RPS8A/EBP2/RPL33B/SNR69/FCF2/EFG1/RPL14B/RPS27A/RPL12B/CBF5/RPS26A/SNU13/TIF35/TIF34/RPL16A/MRM1/MEX67/RLP7/SPB4/RRS1/EMG1/SNR17B/RPA49/NHP2/SSB1/SUI3/SNR191/UTP14/SPT4/RPL30/PRP18/NUP120/LSM4/RPL33A/RPS23A/RRP9/RPL5/RPL8B/SAS10/RPO26/RPL26B/RPS28A/RPS0A/MTR2/RTC6/NOP16/RPS0B/RPS14B/YTM1/NOP7/CDC33/DBP10/RPL1B/LSM7/SNR3/HCR1/IPI3/GRC3/HPM1/BUD22/NOP19/DBP9/RSM19/RPS27B/RRP46/SNR32/RDS3/UTP18/NOP14/ESF2/MPP6/RRP1/FUN12/ERB1/MTR3/SSF2/SNR70/NOP6/SMD3/SNR30/REX4/RAI1/ZUO1/YRB2/SDO1/THO1/RRP17/TMA20/SMX3/SNR37/PWP1/RRP5/NOP4/SSB2/MAK5/RRP14/PUF6/HAS1/SMD2/RNA1/QRI5/LSM5/NGL2/NOP10/UTP13/NUG1/NOP53/SNR24/BRX1/SNR128/ARX1/RPS14A/SNR46/PRT1/TIF1/RRP8/RRB1/TMA23/PUS7/PRP43/SQT1/SUI1/REI1/RPF2/RRP45/IMP3/RPG1/NOP1/RPL3/BMT5/SNR161/BUD20/ISY1/NUP82/LSM6/RMP1/NOG1/SNR33/IMP4/SNR73/SLU7/RRP15/RPF1/LCP5/SNR64/LSG1/TMA108/MRD1/RCM1"
"GO:0006364","BP","GO:0006364","rRNA processing",345,0.479951819442648,2.15892547417458,1e-10,2.3656e-08,2.18357894736842e-08,1667,"tags=54%, list=30%, signal=40%","SNR44/MRT4/SNR55/SNR13/RPS28B/FAP7/RPS6A/FYV7/RPS26B/RPS9B/RPS1B/BFR2/SLX9/NOP58/TSR2/RRP3/RPS18B/CGR1/RPL35A/UTP8/RPS24A/RPL16B/RPL7A/RPL37B/PUS9/DBP3/RPS8B/RPS11B/SOF1/RPS7B/CIC1/RPS6B/RPS7A/HIT1/SNR41/RPS24B/RPL14A/MAK16/RCL1/PAF1/RPS11A/LOC1/RPS31/RPS13/UTP21/NIP7/BUD21/RPS12/RPS16A/RPS23B/RPS16B/SNR39B/GSP1/RPS21A/RPL37A/SKI6/RPS1A/RPS20/NOP56/NME1/LSM3/RPS5/RPS2/RPS18A/RPL17A/SNR43/RPL7B/UTP4/RPL17B/UTP15/PXR1/RPL35B/RPL1A/RPL8A/RRP40/SNR17A/KRI1/RPS21B/NSA2/SNR63/RPS8A/EBP2/SNR69/FCF2/EFG1/RPL14B/RPS27A/CBF5/RPS26A/SNU13/RPL16A/MRM1/RLP7/SPB4/RRS1/EMG1/SNR17B/NHP2/SSB1/SNR191/UTP14/SPT4/RPL30/LSM4/RPL33A/RPS23A/RRP9/RPL8B/SAS10/RPS28A/RPS0A/NOP16/RPS0B/RPS14B/YTM1/NOP7/DBP10/RPL1B/LSM7/SNR3/HCR1/IPI3/GRC3/BUD22/NOP19/DBP9/RPS27B/RRP46/SNR32/UTP18/NOP14/ESF2/MPP6/RRP1/FUN12/ERB1/MTR3/SSF2/SNR70/NOP6/SNR30/REX4/RAI1/ZUO1/RRP17/SNR37/PWP1/RRP5/NOP4/SSB2/MAK5/RRP14/HAS1/LSM5/NGL2/NOP10/UTP13/NUG1/NOP53/SNR24/BRX1/SNR128/RPS14A/SNR46/RRP8/RRB1/PUS7/PRP43/RPF2/RRP45/IMP3/NOP1/RPL3/BMT5/SNR161/LSM6/RMP1/NOG1/SNR33/IMP4/SNR73/RRP15/RPF1/LCP5/SNR64"
"GO:0016072","BP","GO:0016072","rRNA metabolic process",399,0.457089498033247,2.07995622654268,1e-10,2.3656e-08,2.18357894736842e-08,1703,"tags=52%, list=30%, signal=39%","SNR44/MRT4/SNR55/SNR13/RPS28B/FAP7/RPS6A/FYV7/RPS26B/RPS9B/RPS1B/BFR2/SLX9/NOP58/TSR2/RRP3/RPS18B/CGR1/RPL35A/UTP8/RPS24A/RPL16B/RPL7A/RPL37B/PUS9/DBP3/RPS3/RPS8B/RPS11B/SOF1/RPS7B/CIC1/RPS6B/RPS7A/HIT1/SNR41/RPS24B/RPL14A/SPT15/MAK16/RCL1/PAF1/RPA14/HHT2/RPA34/RPS11A/LOC1/RPS31/RPS13/UTP21/NIP7/BUD21/RPS12/RPS16A/RPS23B/RPS16B/SNR39B/GSP1/RPS21A/RPL37A/SKI6/RPS1A/RPS20/NOP56/NME1/LSM3/RPS5/RPS2/RPS18A/RRN11/RPL17A/SNR43/RPL7B/UTP4/RPL17B/UTP15/PXR1/RPL35B/RPA12/RPL1A/RPL8A/RRP40/SNR17A/KRI1/RPS21B/RPA43/NSA2/SNR63/RPS8A/EBP2/SNR69/FCF2/EFG1/RPL14B/RPS27A/CBF5/RPS26A/SNU13/RPL16A/MRM1/RLP7/SPB4/RRS1/EMG1/SNR17B/RPA49/ASC1/NHP2/SSB1/SNR191/UTP14/SPT4/RPL30/LSM4/RPL33A/RPS23A/TFC8/RRP9/RPL8B/SAS10/RPS28A/RPS0A/NOP16/RPS0B/RPS14B/YTM1/NOP7/DBP10/RPL1B/LSM7/HHT1/SNR3/RPT6/HCR1/IPI3/GRC3/BUD22/NOP19/DBP9/FPR1/RPS27B/RRP46/SNR32/UTP18/NOP14/ESF2/MPP6/RRP1/FUN12/ERB1/MTR3/SSF2/SNR70/NOP6/SNR30/REX4/RAI1/ZUO1/RRP17/SNR37/PWP1/RRP5/NOP4/SSB2/MAK5/RRP14/HAS1/LSM5/NGL2/NOP10/UTP13/NUG1/NOP53/SNR24/BRX1/SNR128/RPS14A/SNR46/RRN9/RTF1/RRP8/RRB1/PUS7/PRP43/RPF2/RRP45/IMP3/NOP1/RPL3/BMT5/SNR161/LSM6/RMP1/NOG1/SNR33/IMP4/RPT2/SNR73/RRP15/RPF1/LCP5/SNR64/MRD1/RCM1/RSC9/UFD1/KRE33"
"GO:0031974","CC","GO:0031974","membrane-enclosed lumen",989,0.382754555770895,1.87820434161126,1e-10,2.3656e-08,2.18357894736842e-08,1545,"tags=40%, list=28%, signal=35%","BTN2/NCE103/GUT2/NDE1/CIT3/MCD1/FUM1/SNR44/KAR2/MRT4/HHF2/ICL2/COX17/TOS4/TIM12/UPS2/SNR55/SNR13/MIX17/HSP10/MRPL50/RPS6A/CDC20/FYV7/MRPS8/CIT1/RPS9B/RPC19/YHM2/RLP24/CPR3/ISU1/PIR1/RPM2/MRPL39/CDC45/BFR2/YHB1/SLX9/MRPL31/MPD1/RPC10/LHS1/TIM13/TIM10/NOP58/MRS1/IDH1/RRP3/COX12/MRPL20/PAM18/YAH1/HTA1/CYC1/CGR1/RAD59/UTP8/MRPL38/TIM9/MRPS16/RPL16B/MNP1/BOL3/ISD11/HSP60/NOP13/DBP3/TAF9/HHF1/SOF1/MLS1/SPO12/IDH2/RPS7B/CIC1/RPS6B/FYV4/ADK1/RPS7A/CMC2/RSM26/CMC1/SSC1/MRPL15/SNR41/RPL14A/MRP10/ACO1/SPT15/MAK16/PDI1/RCL1/RPC40/PAF1/REC114/RPA14/HHT2/MAM33/RPA34/NFU1/LOC1/TIM8/SDH7/RIB3/LST8/RPS13/IBA57/RBD2/MHR1/CTF18/UTP21/SOD2/MSH2/ISU2/NIP7/RSM10/ATP1/BUD21/ADK2/MRP20/RSM18/LPD1/MGM101/CDC21/SNR39B/RIX7/PAM16/IES5/MRPL37/ISA2/DPB2/HMO1/MAD2/PET191/COA4/MUD2/MRPL16/ARG2/MRPL11/YFH1/GAS1/ELF1/MRPL49/MRP13/MAK21/SAP30/SWS2/SIL1/SKI6/ARG8/RPB8/NOP56/HSP78/RPB10/LSM3/RPB9/RPB5/ILV5/PSF1/RPS2/MRPS28/SDH6/RRN11/SNR43/RPL7B/UTP4/UTP15/PXR1/YCS4/COA2/PXP2/ASH1/RPA12/POL32/RSA3/MRPL9/RRP40/MGE1/SNR17A/MFT1/TAF10/MRPS17/KRI1/NOC2/RPA43/NSA2/MRPL24/ALD4/MIA40/SNR63/ATP12/TAH11/EBP2/MRPL28/SNR69/MRPL19/FCF2/EFG1/RPL14B/MRPL10/MRPL8/UPS1/GRX5/RSM24/MRPL1/CBF5/MRPL17/SNU13/MIX14/TAF14/DRE2/RFA3/RPL16A/COQ5/RLP7/MRPL7/MRPL33/PPH3/MRPL36/LSC1/SPB4/RRS1/GRX7/POM34/MRP21/LAT1/EMG1/APJ1/SNR17B/RPA49/NHP2/COX14/RPB3/SNR191/UTP14/SPT4/MRP2/RXT2/MDM35/LSM4/MND1/MAS2/MZM1/SRP68/MRPL25/MRPS9/FMC1/RRP9/NDT80/ALT1/RPB4/SAS10/RPO26/MRP7/SFH1/RPC11/MRPL6/RTC6/NOP16/POS5/COX11/ECO1/IMG2/RPS14B/YTM1/NOP7/DBP10/FPR4/TIM44/ISA1/LSM7/CIR1/MRPL27/HHT1/TOF1/ARG7/RAD52/SNR3/RPL15B/IPI3/PET54/PAM17/HTB2/UBC9/GRC3/MRPL51/BUD22/MRPL40/PDB1/ACT1/NOP19/DBP9/RSM19/MRPL32/RRT14/RRP46/SNR32/RFA2/KGD2/UTP18/NOP14/ESF2/OCT1/NCL1/RRP1/ERB1/CBP3/MTR3/MRPL44/SSF2/MRP51/SNR70/NOP6/COF1/QCR6/MRP17/RUD3/SNR30/REX4/NDI1/ZUO1/MCM21/HSP104/MRX14/PRI1/MRPL3/SLD5/TRR1/CSM1/MRPS35/RRP17/RML2/TAF11/SNR37/MRP4/ILV6/CKA1/MRPS5/PWP1/TRX1/MRPL22/RRP5/SDH8/AME1/NOP4/SIS1/SMT3/MAK5/MSF1/MRPS12/ATP23/NSG1/RAD27/RRP14/PUF6/HAS1/LOS1/EHD3/QRI5/LSM5/MRP49/NOP10/DUG2/CYT2/UTP13/NUG1/NOP53/MTF2/SNR24/BRX1/SNR128/RAD51/SCJ1/ARX1/POL31/MRP1/RPS14A/PET123/MRPL35/SNR46/KGD1/RIM1/RSM22/RRN9/MSS116/RTF1/SRP72/ARP5/TAF3/COX23/MRPL13/MNE1/MSY1/RRP8/JAC1/RPR1/RRB1/GRX6"
